========================================================================
  KIEM BAT BIEN PHASE 2 — dataset=repobench-p level=function
    dataidx  95: centroids (1, 32, 547, 128) ✅ · labels (1, 32, 10948) (mong 10948) ✅ · o rong 0.0%
    dataidx  96: centroids (1, 32, 253, 128) ✅ · labels (1, 32, 5061) (mong 5061) ✅ · o rong 0.0%
    dataidx  97: centroids (1, 32, 1281, 128) ✅ · labels (1, 32, 25626) (mong 25626) ✅ · o rong 0.0%
    dataidx  98: centroids (1, 32, 270, 128) ✅ · labels (1, 32, 5413) (mong 5413) ✅ · o rong 0.0%
    dataidx  99: centroids (1, 32, 649, 128) ✅ · labels (1, 32, 12991) (mong 12991) ✅ · o rong 0.0%
    dataidx 100: centroids (1, 32, 232, 128) ✅ · labels (1, 32, 4657) (mong 4657) ✅ · o rong 0.0%
    dataidx 101: centroids (1, 32, 428, 128) ✅ · labels (1, 32, 8563) (mong 8563) ✅ · o rong 0.0%
    dataidx 102: centroids (1, 32, 558, 128) ✅ · labels (1, 32, 11173) (mong 11173) ✅ · o rong 0.0%
    dataidx 103: centroids (1, 32, 1184, 128) ✅ · labels (1, 32, 23693) (mong 23693) ✅ · o rong 0.0%
    dataidx 104: centroids (1, 32, 217, 128) ✅ · labels (1, 32, 4359) (mong 4359) ✅ · o rong 0.0%
    dataidx 105: centroids (1, 32, 586, 128) ✅ · labels (1, 32, 11735) (mong 11735) ✅ · o rong 0.0%
    dataidx 106: centroids (1, 32, 583, 128) ✅ · labels (1, 32, 11678) (mong 11678) ✅ · o rong 0.0%
    dataidx 107: centroids (1, 32, 421, 128) ✅ · labels (1, 32, 8438) (mong 8438) ✅ · o rong 0.0%
    dataidx 108: centroids (1, 32, 363, 128) ✅ · labels (1, 32, 7278) (mong 7278) ✅ · o rong 0.0%
    dataidx 109: centroids (1, 32, 601, 128) ✅ · labels (1, 32, 12036) (mong 12036) ✅ · o rong 0.0%
    dataidx 110: centroids (1, 32, 581, 128) ✅ · labels (1, 32, 11622) (mong 11622) ✅ · o rong 0.0%
    dataidx 111: centroids (1, 32, 213, 128) ✅ · labels (1, 32, 4262) (mong 4262) ✅ · o rong 0.0%
    dataidx 112: centroids (1, 32, 1144, 128) ✅ · labels (1, 32, 22898) (mong 22898) ✅ · o rong 0.0%
    dataidx 113: centroids (1, 32, 516, 128) ✅ · labels (1, 32, 10332) (mong 10332) ✅ · o rong 0.0%
    dataidx 114: centroids (1, 32, 1204, 128) ✅ · labels (1, 32, 24088) (mong 24088) ✅ · o rong 0.0%
    dataidx 115: centroids (1, 32, 969, 128) ✅ · labels (1, 32, 19396) (mong 19396) ✅ · o rong 0.0%
    dataidx 116: centroids (1, 32, 415, 128) ✅ · labels (1, 32, 8306) (mong 8306) ✅ · o rong 0.0%
    dataidx 117: centroids (1, 32, 236, 128) ✅ · labels (1, 32, 4736) (mong 4736) ✅ · o rong 0.0%
    dataidx 118: centroids (1, 32, 432, 128) ✅ · labels (1, 32, 8656) (mong 8656) ✅ · o rong 0.0%
    dataidx 119: centroids (1, 32, 195, 128) ✅ · labels (1, 32, 3900) (mong 3900) ✅ · o rong 0.0%
    dataidx 120: centroids (1, 32, 861, 128) ✅ · labels (1, 32, 17222) (mong 17222) ✅ · o rong 0.0%
    dataidx 121: centroids (1, 32, 522, 128) ✅ · labels (1, 32, 10457) (mong 10457) ✅ · o rong 0.0%
    dataidx 122: centroids (1, 32, 398, 128) ✅ · labels (1, 32, 7975) (mong 7975) ✅ · o rong 0.0%
    dataidx 123: centroids (1, 32, 1183, 128) ✅ · labels (1, 32, 23661) (mong 23661) ✅ · o rong 0.0%
    dataidx 124: centroids (1, 32, 1378, 128) ✅ · labels (1, 32, 27574) (mong 27574) ✅ · o rong 0.0%
    dataidx 125: centroids (1, 32, 979, 128) ✅ · labels (1, 32, 19594) (mong 19594) ✅ · o rong 0.0%
    dataidx 126: centroids (1, 32, 338, 128) ✅ · labels (1, 32, 6778) (mong 6778) ✅ · o rong 0.0%
    dataidx 127: centroids (1, 32, 1498, 128) ✅ · labels (1, 32, 29979) (mong 29979) ✅ · o rong 0.0%
    dataidx 128: centroids (1, 32, 515, 128) ✅ · labels (1, 32, 10317) (mong 10317) ✅ · o rong 0.0%
    dataidx 129: centroids (1, 32, 379, 128) ✅ · labels (1, 32, 7585) (mong 7585) ✅ · o rong 0.0%
    dataidx 130: centroids (1, 32, 556, 128) ✅ · labels (1, 32, 11128) (mong 11128) ✅ · o rong 0.0%
    dataidx 131: centroids (1, 32, 713, 128) ✅ · labels (1, 32, 14265) (mong 14265) ✅ · o rong 0.0%
    dataidx 132: centroids (1, 32, 960, 128) ✅ · labels (1, 32, 19214) (mong 19214) ✅ · o rong 0.0%
    dataidx 133: centroids (1, 32, 566, 128) ✅ · labels (1, 32, 11321) (mong 11321) ✅ · o rong 0.0%
    dataidx 134: centroids (1, 32, 755, 128) ✅ · labels (1, 32, 15112) (mong 15112) ✅ · o rong 0.0%
    dataidx 135: centroids (1, 32, 1160, 128) ✅ · labels (1, 32, 23214) (mong 23214) ✅ · o rong 0.0%
    dataidx 136: centroids (1, 32, 393, 128) ✅ · labels (1, 32, 7877) (mong 7877) ✅ · o rong 0.0%
    dataidx 137: centroids (1, 32, 232, 128) ✅ · labels (1, 32, 4642) (mong 4642) ✅ · o rong 0.0%
    dataidx 138: centroids (1, 32, 1273, 128) ✅ · labels (1, 32, 25473) (mong 25473) ✅ · o rong 0.0%
    dataidx 139: centroids (1, 32, 773, 128) ✅ · labels (1, 32, 15473) (mong 15473) ✅ · o rong 0.0%
    dataidx 140: centroids (1, 32, 1301, 128) ✅ · labels (1, 32, 26028) (mong 26028) ✅ · o rong 0.0%
    dataidx 141: centroids (1, 32, 356, 128) ✅ · labels (1, 32, 7124) (mong 7124) ✅ · o rong 0.0%
    dataidx 142: centroids (1, 32, 776, 128) ✅ · labels (1, 32, 15532) (mong 15532) ✅ · o rong 0.0%
    dataidx 143: centroids (1, 32, 971, 128) ✅ · labels (1, 32, 19438) (mong 19438) ✅ · o rong 0.0%
    dataidx 144: centroids (1, 32, 225, 128) ✅ · labels (1, 32, 4514) (mong 4514) ✅ · o rong 0.0%
    dataidx 145: centroids (1, 32, 566, 128) ✅ · labels (1, 32, 11323) (mong 11323) ✅ · o rong 0.0%
    dataidx 146: centroids (1, 32, 521, 128) ✅ · labels (1, 32, 10430) (mong 10430) ✅ · o rong 0.0%
    dataidx 147: centroids (1, 32, 655, 128) ✅ · labels (1, 32, 13102) (mong 13102) ✅ · o rong 0.0%
    dataidx 148: centroids (1, 32, 239, 128) ✅ · labels (1, 32, 4783) (mong 4783) ✅ · o rong 0.0%
    dataidx 149: centroids (1, 32, 592, 128) ✅ · labels (1, 32, 11846) (mong 11846) ✅ · o rong 0.0%
    dataidx 150: centroids (1, 32, 379, 128) ✅ · labels (1, 32, 7588) (mong 7588) ✅ · o rong 0.0%
    dataidx 151: centroids (1, 32, 710, 128) ✅ · labels (1, 32, 14207) (mong 14207) ✅ · o rong 0.0%
    dataidx 152: centroids (1, 32, 349, 128) ✅ · labels (1, 32, 6983) (mong 6983) ✅ · o rong 0.0%
    dataidx 153: centroids (1, 32, 268, 128) ✅ · labels (1, 32, 5374) (mong 5374) ✅ · o rong 0.0%
    dataidx 154: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 155: centroids (1, 32, 262, 128) ✅ · labels (1, 32, 5253) (mong 5253) ✅ · o rong 0.0%
    dataidx 156: centroids (1, 32, 800, 128) ✅ · labels (1, 32, 16014) (mong 16014) ✅ · o rong 0.0%
    dataidx 157: centroids (1, 32, 913, 128) ✅ · labels (1, 32, 18279) (mong 18279) ✅ · o rong 0.0%
    dataidx 158: centroids (1, 32, 867, 128) ✅ · labels (1, 32, 17352) (mong 17352) ✅ · o rong 0.0%
    dataidx 159: centroids (1, 32, 340, 128) ✅ · labels (1, 32, 6812) (mong 6812) ✅ · o rong 0.0%
    dataidx 160: centroids (1, 32, 297, 128) ✅ · labels (1, 32, 5956) (mong 5956) ✅ · o rong 0.0%
    dataidx 161: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 162: centroids (1, 32, 360, 128) ✅ · labels (1, 32, 7209) (mong 7209) ✅ · o rong 0.0%
    dataidx 163: centroids (1, 32, 748, 128) ✅ · labels (1, 32, 14970) (mong 14970) ✅ · o rong 0.0%
    dataidx 164: centroids (1, 32, 1152, 128) ✅ · labels (1, 32, 23059) (mong 23059) ✅ · o rong 0.0%
    dataidx 165: centroids (1, 32, 739, 128) ✅ · labels (1, 32, 14790) (mong 14790) ✅ · o rong 0.0%
    dataidx 166: centroids (1, 32, 296, 128) ✅ · labels (1, 32, 5935) (mong 5935) ✅ · o rong 0.0%
    dataidx 167: centroids (1, 32, 565, 128) ✅ · labels (1, 32, 11307) (mong 11307) ✅ · o rong 0.0%
    dataidx 168: centroids (1, 32, 966, 128) ✅ · labels (1, 32, 19323) (mong 19323) ✅ · o rong 0.0%
    dataidx 169: centroids (1, 32, 716, 128) ✅ · labels (1, 32, 14328) (mong 14328) ✅ · o rong 0.0%
    dataidx 170: centroids (1, 32, 1569, 128) ✅ · labels (1, 32, 31394) (mong 31394) ✅ · o rong 0.0%
    dataidx 171: centroids (1, 32, 253, 128) ✅ · labels (1, 32, 5078) (mong 5078) ✅ · o rong 0.0%
    dataidx 172: centroids (1, 32, 1421, 128) ✅ · labels (1, 32, 28430) (mong 28430) ✅ · o rong 0.0%
    dataidx 173: centroids (1, 32, 833, 128) ✅ · labels (1, 32, 16665) (mong 16665) ✅ · o rong 0.0%
    dataidx 174: centroids (1, 32, 279, 128) ✅ · labels (1, 32, 5583) (mong 5583) ✅ · o rong 0.0%
    dataidx 175: centroids (1, 32, 759, 128) ✅ · labels (1, 32, 15182) (mong 15182) ✅ · o rong 0.0%
    dataidx 176: centroids (1, 32, 628, 128) ✅ · labels (1, 32, 12578) (mong 12578) ✅ · o rong 0.0%
    dataidx 177: centroids (1, 32, 559, 128) ✅ · labels (1, 32, 11197) (mong 11197) ✅ · o rong 0.0%
    dataidx 178: centroids (1, 32, 247, 128) ✅ · labels (1, 32, 4953) (mong 4953) ✅ · o rong 0.0%
    dataidx 179: centroids (1, 32, 385, 128) ✅ · labels (1, 32, 7715) (mong 7715) ✅ · o rong 0.0%
    dataidx 180: centroids (1, 32, 1521, 128) ✅ · labels (1, 32, 30421) (mong 30421) ✅ · o rong 0.0%
    dataidx 181: centroids (1, 32, 222, 128) ✅ · labels (1, 32, 4443) (mong 4443) ✅ · o rong 0.0%
    dataidx 182: centroids (1, 32, 754, 128) ✅ · labels (1, 32, 15088) (mong 15088) ✅ · o rong 0.0%
    dataidx 183: centroids (1, 32, 696, 128) ✅ · labels (1, 32, 13934) (mong 13934) ✅ · o rong 0.0%
    dataidx 184: centroids (1, 32, 322, 128) ✅ · labels (1, 32, 6451) (mong 6451) ✅ · o rong 0.0%
    dataidx 185: centroids (1, 32, 1332, 128) ✅ · labels (1, 32, 26654) (mong 26654) ✅ · o rong 0.0%
    dataidx 186: centroids (1, 32, 999, 128) ✅ · labels (1, 32, 19982) (mong 19982) ✅ · o rong 0.0%
    dataidx 187: centroids (1, 32, 440, 128) ✅ · labels (1, 32, 8805) (mong 8805) ✅ · o rong 0.0%
    dataidx 188: centroids (1, 32, 286, 128) ✅ · labels (1, 32, 5730) (mong 5730) ✅ · o rong 0.0%
    dataidx 189: centroids (1, 32, 1266, 128) ✅ · labels (1, 32, 25334) (mong 25334) ✅ · o rong 0.0%
    dataidx 190: centroids (1, 32, 444, 128) ✅ · labels (1, 32, 8898) (mong 8898) ✅ · o rong 0.0%
    dataidx 191: centroids (1, 32, 909, 128) ✅ · labels (1, 32, 18180) (mong 18180) ✅ · o rong 0.0%
    dataidx 192: centroids (1, 32, 1035, 128) ✅ · labels (1, 32, 20715) (mong 20715) ✅ · o rong 0.0%
    dataidx 193: centroids (1, 32, 319, 128) ✅ · labels (1, 32, 6392) (mong 6392) ✅ · o rong 0.0%
    dataidx 194: centroids (1, 32, 276, 128) ✅ · labels (1, 32, 5521) (mong 5521) ✅ · o rong 0.0%
    dataidx 195: centroids (1, 32, 753, 128) ✅ · labels (1, 32, 15075) (mong 15075) ✅ · o rong 0.0%
    dataidx 196: centroids (1, 32, 395, 128) ✅ · labels (1, 32, 7906) (mong 7906) ✅ · o rong 0.0%
    dataidx 197: centroids (1, 32, 847, 128) ✅ · labels (1, 32, 16956) (mong 16956) ✅ · o rong 0.0%
    dataidx 198: centroids (1, 32, 851, 128) ✅ · labels (1, 32, 17037) (mong 17037) ✅ · o rong 0.0%
    dataidx 199: centroids (1, 32, 522, 128) ✅ · labels (1, 32, 10455) (mong 10455) ✅ · o rong 0.0%

[A] Ranh gioi cung — sa   (NHOM DOI CHUNG — mong doi vat bien NHIEU)
    (dung lai prompt sau truncation — can dataset + tokenizer)
/workspace/venv310/lib/python3.10/site-packages/huggingface_hub/file_download.py:949: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
/workspace/venv310/lib/python3.10/site-packages/datasets/load.py:1492: FutureWarning: The repository for THUDM/LongBench contains custom code which must be executed to correctly load the dataset. You can inspect the repository content at https://hf.co/datasets/THUDM/LongBench
You can avoid this message in future by passing the argument `trust_remote_code=True`.
Passing `trust_remote_code=True` will be mandatory to load this dataset from the next major release of `datasets`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (35698 > 32768). Running this sequence through the model will result in indexing errors
    dataidx 0: [!] sp_len dung lai 15895 != meta 16498
    dataidx 1: [!] sp_len dung lai 22923 != meta 24119
    dataidx 2: [!] sp_len dung lai 18771 != meta 19137
    dataidx 3: [!] sp_len dung lai 22923 != meta 24006
    dataidx 4: [!] sp_len dung lai 18918 != meta 20930
    dataidx 5: [!] sp_len dung lai 20315 != meta 20710
    dataidx 6: [!] sp_len dung lai 4433 != meta 5107
    dataidx 7: [!] sp_len dung lai 19192 != meta 20358
    dataidx 8: [!] sp_len dung lai 20547 != meta 23097
    dataidx 9: [!] sp_len dung lai 23762 != meta 25927
    dataidx 10: [!] sp_len dung lai 4156 != meta 4562
    dataidx 11: [!] sp_len dung lai 5451 != meta 6680
    dataidx 12: [!] sp_len dung lai 11373 != meta 12490
    dataidx 13: [!] sp_len dung lai 4789 != meta 6717
    dataidx 14: [!] sp_len dung lai 27502 != meta 27856
    dataidx 15: [!] sp_len dung lai 5731 != meta 6208
    dataidx 16: [!] sp_len dung lai 18852 != meta 20035
    dataidx 17: [!] sp_len dung lai 15753 != meta 16803
    dataidx 18: [!] sp_len dung lai 7249 != meta 7986
    dataidx 19: [!] sp_len dung lai 1926 != meta 4584
    dataidx 20: [!] sp_len dung lai 8388 != meta 9262
    dataidx 21: [!] sp_len dung lai 21205 != meta 22154
    dataidx 22: [!] sp_len dung lai 21045 != meta 23253
    dataidx 23: [!] sp_len dung lai 27455 != meta 29351
    dataidx 24: [!] sp_len dung lai 8042 != meta 9583
    dataidx 25: [!] sp_len dung lai 7567 != meta 8062
    dataidx 26: [!] sp_len dung lai 16846 != meta 18353
    dataidx 27: [!] sp_len dung lai 8468 != meta 10300
    dataidx 28: [!] sp_len dung lai 13835 != meta 15165
    dataidx 29: [!] sp_len dung lai 6097 != meta 8073
    dataidx 30: [!] sp_len dung lai 11558 != meta 13761
    dataidx 31: [!] sp_len dung lai 4705 != meta 5318
    dataidx 32: [!] sp_len dung lai 15112 != meta 16792
    dataidx 33: [!] sp_len dung lai 20679 != meta 22510
    dataidx 34: [!] sp_len dung lai 30875 != meta 31494
    dataidx 35: [!] sp_len dung lai 7554 != meta 8838
    dataidx 36: [!] sp_len dung lai 4468 != meta 5371
    dataidx 37: [!] sp_len dung lai 17652 != meta 19447
    dataidx 38: [!] sp_len dung lai 19521 != meta 21056
    dataidx 39: [!] sp_len dung lai 6320 != meta 7261
    dataidx 40: [!] sp_len dung lai 5655 != meta 7970
    dataidx 41: [!] sp_len dung lai 16411 != meta 17664
    dataidx 42: [!] sp_len dung lai 8930 != meta 10420
    dataidx 43: [!] sp_len dung lai 17173 != meta 18840
    dataidx 44: [!] sp_len dung lai 10544 != meta 12500
    dataidx 45: [!] sp_len dung lai 16750 != meta 18950
    dataidx 46: [!] sp_len dung lai 30511 != meta 31494
    dataidx 47: [!] sp_len dung lai 16846 != meta 18397
    dataidx 48: [!] sp_len dung lai 15809 != meta 17026
    dataidx 49: [!] sp_len dung lai 4893 != meta 5942
    dataidx 50: [!] sp_len dung lai 9352 != meta 10767
    dataidx 51: [!] sp_len dung lai 4364 != meta 4992
    dataidx 52: [!] sp_len dung lai 5749 != meta 6816
    dataidx 53: [!] sp_len dung lai 15818 != meta 17195
    dataidx 54: [!] sp_len dung lai 21919 != meta 23681
    dataidx 55: [!] sp_len dung lai 21266 != meta 21943
    dataidx 56: [!] sp_len dung lai 15576 != meta 16388
    dataidx 57: [!] sp_len dung lai 4317 != meta 6694
    dataidx 58: [!] sp_len dung lai 21770 != meta 23064
    dataidx 59: [!] sp_len dung lai 29243 != meta 31494
    dataidx 60: [!] sp_len dung lai 13059 != meta 13307
    dataidx 61: [!] sp_len dung lai 13816 != meta 15704
    dataidx 62: [!] sp_len dung lai 27350 != meta 29326
    dataidx 63: [!] sp_len dung lai 3081 != meta 3781
    dataidx 64: [!] sp_len dung lai 1698 != meta 4188
    dataidx 65: [!] sp_len dung lai 19945 != meta 20717
    dataidx 66: [!] sp_len dung lai 7981 != meta 9262
    dataidx 67: [!] sp_len dung lai 10517 != meta 11065
    dataidx 68: [!] sp_len dung lai 12324 != meta 13909
    dataidx 69: [!] sp_len dung lai 2794 != meta 4667
    dataidx 70: [!] sp_len dung lai 30490 != meta 31494
    dataidx 71: [!] sp_len dung lai 4882 != meta 5825
    dataidx 72: [!] sp_len dung lai 6406 != meta 7203
    dataidx 73: [!] sp_len dung lai 18900 != meta 21185
    dataidx 74: [!] sp_len dung lai 7803 != meta 8447
    dataidx 75: [!] sp_len dung lai 30543 != meta 31494
    dataidx 76: [!] sp_len dung lai 7667 != meta 11928
    dataidx 77: [!] sp_len dung lai 19456 != meta 21103
    dataidx 78: [!] sp_len dung lai 7101 != meta 8750
    dataidx 79: [!] sp_len dung lai 4003 != meta 5216
    dataidx 80: [!] sp_len dung lai 19604 != meta 21970
    dataidx 81: [!] sp_len dung lai 15753 != meta 17169
    dataidx 82: [!] sp_len dung lai 3789 != meta 4949
    dataidx 83: [!] sp_len dung lai 3565 != meta 5243
    dataidx 84: [!] sp_len dung lai 14504 != meta 16045
    dataidx 85: [!] sp_len dung lai 9684 != meta 10020
    dataidx 86: [!] sp_len dung lai 7224 != meta 7716
    dataidx 87: [!] sp_len dung lai 22955 != meta 25027
    dataidx 88: [!] sp_len dung lai 8329 != meta 9657
    dataidx 89: [!] sp_len dung lai 3387 != meta 4702
    dataidx 90: [!] sp_len dung lai 29627 != meta 31494
    dataidx 91: [!] sp_len dung lai 14508 != meta 16035
    dataidx 92: [!] sp_len dung lai 28162 != meta 30346
    dataidx 93: [!] sp_len dung lai 4943 != meta 6377
    dataidx 94: [!] sp_len dung lai 16901 != meta 19870
    dataidx 95: [!] sp_len dung lai 9048 != meta 11048
    dataidx 96: [!] sp_len dung lai 3414 != meta 5161
    dataidx 97: [!] sp_len dung lai 22956 != meta 25726
    dataidx 98: [!] sp_len dung lai 4156 != meta 5513
    dataidx 99: [!] sp_len dung lai 12514 != meta 13091
    dataidx 100: [!] sp_len dung lai 4272 != meta 4757
    dataidx 101: [!] sp_len dung lai 8480 != meta 8663
    dataidx 102: [!] sp_len dung lai 9879 != meta 11273
    dataidx 103: [!] sp_len dung lai 22191 != meta 23793
    dataidx 104: [!] sp_len dung lai 2794 != meta 4459
    dataidx 105: [!] sp_len dung lai 11234 != meta 11835
    dataidx 106: [!] sp_len dung lai 10693 != meta 11778
    dataidx 107: [!] sp_len dung lai 6514 != meta 8538
    dataidx 108: [!] sp_len dung lai 6254 != meta 7378
    dataidx 109: [!] sp_len dung lai 11119 != meta 12136
    dataidx 110: [!] sp_len dung lai 10950 != meta 11722
    dataidx 111: [!] sp_len dung lai 4072 != meta 4362
    dataidx 112: [!] sp_len dung lai 21045 != meta 22998
    dataidx 113: [!] sp_len dung lai 9027 != meta 10432
    dataidx 114: [!] sp_len dung lai 22987 != meta 24188
    dataidx 115: [!] sp_len dung lai 17462 != meta 19496
    dataidx 116: [!] sp_len dung lai 7435 != meta 8406
    dataidx 117: [!] sp_len dung lai 4024 != meta 4836
    dataidx 118: [!] sp_len dung lai 7772 != meta 8756
    dataidx 119: [!] sp_len dung lai 3234 != meta 4000
    dataidx 120: [!] sp_len dung lai 16531 != meta 17322
    dataidx 121: [!] sp_len dung lai 8053 != meta 10557
    dataidx 122: [!] sp_len dung lai 6299 != meta 8075
    dataidx 123: [!] sp_len dung lai 22209 != meta 23761
    dataidx 124: [!] sp_len dung lai 25235 != meta 27674
    dataidx 125: [!] sp_len dung lai 16901 != meta 19694
    dataidx 126: [!] sp_len dung lai 5613 != meta 6878
    dataidx 127: [!] sp_len dung lai 28839 != meta 30079
    dataidx 128: [!] sp_len dung lai 8980 != meta 10417
    dataidx 129: [!] sp_len dung lai 7185 != meta 7685
    dataidx 130: [!] sp_len dung lai 9838 != meta 11228
    dataidx 131: [!] sp_len dung lai 13934 != meta 14365
    dataidx 132: [!] sp_len dung lai 18353 != meta 19314
    dataidx 133: [!] sp_len dung lai 10777 != meta 11421
    dataidx 134: [!] sp_len dung lai 13097 != meta 15212
    dataidx 135: [!] sp_len dung lai 20679 != meta 23314
    dataidx 136: [!] sp_len dung lai 6327 != meta 7977
    dataidx 137: [!] sp_len dung lai 4281 != meta 4742
    dataidx 138: [!] sp_len dung lai 24224 != meta 25573
    dataidx 139: [!] sp_len dung lai 14950 != meta 15573
    dataidx 140: [!] sp_len dung lai 25364 != meta 26128
    dataidx 141: [!] sp_len dung lai 5914 != meta 7224
    dataidx 142: [!] sp_len dung lai 13275 != meta 15632
    dataidx 143: [!] sp_len dung lai 19136 != meta 19538
    dataidx 144: [!] sp_len dung lai 1855 != meta 4614
    dataidx 145: [!] sp_len dung lai 10339 != meta 11423
    dataidx 146: [!] sp_len dung lai 8843 != meta 10530
    dataidx 147: [!] sp_len dung lai 12155 != meta 13202
    dataidx 148: [!] sp_len dung lai 4494 != meta 4883
    dataidx 149: [!] sp_len dung lai 9573 != meta 11946
    dataidx 150: [!] sp_len dung lai 5395 != meta 7688
    dataidx 151: [!] sp_len dung lai 13713 != meta 14307
    dataidx 152: [!] sp_len dung lai 6670 != meta 7083
    dataidx 153: [!] sp_len dung lai 3928 != meta 5474
    dataidx 154: [!] sp_len dung lai 30895 != meta 31494
    dataidx 155: [!] sp_len dung lai 4170 != meta 5353
    dataidx 156: [!] sp_len dung lai 15669 != meta 16114
    dataidx 157: [!] sp_len dung lai 16037 != meta 18379
    dataidx 158: [!] sp_len dung lai 16613 != meta 17452
    dataidx 159: [!] sp_len dung lai 5929 != meta 6912
    dataidx 160: [!] sp_len dung lai 4564 != meta 6056
    dataidx 161: [!] sp_len dung lai 30527 != meta 31494
    dataidx 162: [!] sp_len dung lai 5749 != meta 7309
    dataidx 163: [!] sp_len dung lai 13377 != meta 15070
    dataidx 164: [!] sp_len dung lai 21956 != meta 23159
    dataidx 165: [!] sp_len dung lai 13097 != meta 14890
    dataidx 166: [!] sp_len dung lai 4712 != meta 6035
    dataidx 167: [!] sp_len dung lai 9685 != meta 11407
    dataidx 168: [!] sp_len dung lai 18928 != meta 19423
    dataidx 169: [!] sp_len dung lai 13275 != meta 14428
    dataidx 170: [!] sp_len dung lai 29571 != meta 31494
    dataidx 171: [!] sp_len dung lai 3947 != meta 5178
    dataidx 172: [!] sp_len dung lai 28016 != meta 28530
    dataidx 173: [!] sp_len dung lai 16147 != meta 16765
    dataidx 174: [!] sp_len dung lai 4760 != meta 5683
    dataidx 175: [!] sp_len dung lai 14637 != meta 15282
    dataidx 176: [!] sp_len dung lai 11705 != meta 12678
    dataidx 177: [!] sp_len dung lai 9888 != meta 11297
    dataidx 178: [!] sp_len dung lai 4716 != meta 5053
    dataidx 179: [!] sp_len dung lai 5608 != meta 7815
    dataidx 180: [!] sp_len dung lai 29366 != meta 30521
    dataidx 181: [!] sp_len dung lai 2740 != meta 4543
    dataidx 182: [!] sp_len dung lai 14594 != meta 15188
    dataidx 183: [!] sp_len dung lai 12959 != meta 14034
    dataidx 184: [!] sp_len dung lai 5655 != meta 6551
    dataidx 185: [!] sp_len dung lai 25020 != meta 26754
    dataidx 186: [!] sp_len dung lai 17863 != meta 20082
    dataidx 187: [!] sp_len dung lai 7276 != meta 8905
    dataidx 188: [!] sp_len dung lai 3179 != meta 5830
    dataidx 189: [!] sp_len dung lai 24002 != meta 25434
    dataidx 190: [!] sp_len dung lai 7778 != meta 8998
    dataidx 191: [!] sp_len dung lai 16846 != meta 18280
    dataidx 192: [!] sp_len dung lai 19552 != meta 20815
    dataidx 193: [!] sp_len dung lai 5215 != meta 6492
    dataidx 194: [!] sp_len dung lai 5206 != meta 5621
    dataidx 195: [!] sp_len dung lai 13420 != meta 15175
    dataidx 196: [!] sp_len dung lai 6832 != meta 8006
    dataidx 197: [!] sp_len dung lai 15809 != meta 17056
    dataidx 198: [!] sp_len dung lai 15378 != meta 17137
    dataidx 199: [!] sp_len dung lai 9076 != meta 10555

[C] Shape + do dai — hard_boundary
    dataidx   0: centroids (1, 32, 819, 128) ✅ · labels (1, 32, 16398) (mong 16398) ✅ · o rong 0.0%
    dataidx   1: centroids (1, 32, 1200, 128) ✅ · labels (1, 32, 24019) (mong 24019) ✅ · o rong 0.0%
    dataidx   2: centroids (1, 32, 951, 128) ✅ · labels (1, 32, 19037) (mong 19037) ✅ · o rong 0.0%
    dataidx   3: centroids (1, 32, 1195, 128) ✅ · labels (1, 32, 23906) (mong 23906) ✅ · o rong 0.0%
    dataidx   4: centroids (1, 32, 1041, 128) ✅ · labels (1, 32, 20830) (mong 20830) ✅ · o rong 0.0%
    dataidx   5: centroids (1, 32, 1030, 128) ✅ · labels (1, 32, 20610) (mong 20610) ✅ · o rong 0.0%
    dataidx   6: centroids (1, 32, 250, 128) ✅ · labels (1, 32, 5007) (mong 5007) ✅ · o rong 0.0%
    dataidx   7: centroids (1, 32, 1012, 128) ✅ · labels (1, 32, 20258) (mong 20258) ✅ · o rong 0.0%
    dataidx   8: centroids (1, 32, 1149, 128) ✅ · labels (1, 32, 22997) (mong 22997) ✅ · o rong 0.0%
    dataidx   9: centroids (1, 32, 1291, 128) ✅ · labels (1, 32, 25827) (mong 25827) ✅ · o rong 0.0%
    dataidx  10: centroids (1, 32, 223, 128) ✅ · labels (1, 32, 4462) (mong 4462) ✅ · o rong 0.0%
    dataidx  11: centroids (1, 32, 329, 128) ✅ · labels (1, 32, 6580) (mong 6580) ✅ · o rong 0.0%
    dataidx  12: centroids (1, 32, 619, 128) ✅ · labels (1, 32, 12390) (mong 12390) ✅ · o rong 0.0%
    dataidx  13: centroids (1, 32, 330, 128) ✅ · labels (1, 32, 6617) (mong 6617) ✅ · o rong 0.0%
    dataidx  14: centroids (1, 32, 1387, 128) ✅ · labels (1, 32, 27756) (mong 27756) ✅ · o rong 0.0%
    dataidx  15: centroids (1, 32, 305, 128) ✅ · labels (1, 32, 6108) (mong 6108) ✅ · o rong 0.0%
    dataidx  16: centroids (1, 32, 996, 128) ✅ · labels (1, 32, 19935) (mong 19935) ✅ · o rong 0.0%
